                                                                                                                                                                                         28 Sep 2025 15:13:46
Facility-Raisting-Receiver-DLRx-To-Satellite-CommSat-Transmitter-DLTx:  Link Budget


      Time (UTCG)          EIRP (dBW)    Rcvd. Frequency (GHz)    Rcvd. Iso. Power (dBW)    Flux Density (dBW/m^2)    g/T (dB/K)    C/No (dB*Hz)    Bandwidth (kHz)    C/N (dB)    Eb/No (dB)         BER    
1 May 2024 11:00:48.000        23.010                 1.499997                  -161.155               -136.177959     17.000000       84.443670          32000.000      9.3922       12.4025    1.849726e-09
1 May 2024 11:01:48.000        23.010                 1.499997                  -161.167               -136.189874     17.000000       84.431755          32000.000      9.3803       12.3906    1.942508e-09
1 May 2024 11:02:48.000        23.010                 1.499997                  -161.179               -136.201806     17.000000       84.419823          32000.000      9.3683       12.3786    2.039810e-09
1 May 2024 11:03:48.000        23.010                 1.499997                  -161.191               -136.213752     17.000000       84.407877          32000.000      9.3564       12.3667    2.141835e-09
1 May 2024 11:04:48.000        23.010                 1.499997                  -161.203               -136.225711     17.000000       84.395918          32000.000      9.3444       12.3547    2.248792e-09
1 May 2024 11:05:48.000        23.010                 1.499997                  -161.215               -136.237682     17.000000       84.383947          32000.000      9.3324       12.3427    2.360897e-09
1 May 2024 11:06:48.000        23.010                 1.499997                  -161.227               -136.249665     17.000000       84.371965          32000.000      9.3205       12.3308    2.478374e-09
1 May 2024 11:07:48.000        23.010                 1.499997                  -161.239               -136.261656     17.000000       84.359973          32000.000      9.3085       12.3188    2.601458e-09
1 May 2024 11:08:48.000        23.010                 1.499997                  -161.251               -136.273656     17.000000       84.347973          32000.000      9.2965       12.3068    2.730388e-09
1 May 2024 11:09:48.000        23.010                 1.499997                  -161.263               -136.285663     17.000000       84.335967          32000.000      9.2845       12.2948    2.865414e-09
1 May 2024 11:10:48.000        23.010                 1.499997                  -161.275               -136.297675     17.000000       84.323954          32000.000      9.2725       12.2828    3.006795e-09
1 May 2024 11:11:48.000        23.010                 1.499997                  -161.287               -136.309691     17.000000       84.311938          32000.000      9.2604       12.2707    3.154798e-09
1 May 2024 11:12:48.000        23.010                 1.499997                  -161.299               -136.321711     17.000000       84.299918          32000.000      9.2484       12.2587    3.309698e-09
1 May 2024 11:13:48.000        23.010                 1.499997                  -161.311               -136.333732     17.000000       84.287897          32000.000      9.2364       12.2467    3.471782e-09
1 May 2024 11:14:48.000        23.010                 1.499997                  -161.323               -136.345754     17.000000       84.275875          32000.000      9.2244       12.2347    3.641342e-09
1 May 2024 11:15:48.000        23.010                 1.499997                  -161.335               -136.357776     17.000000       84.263853          32000.000      9.2124       12.2227    3.818684e-09
1 May 2024 11:16:48.000        23.010                 1.499997                  -161.347               -136.369795     17.000000       84.251834          32000.000      9.2003       12.2106    4.004121e-09
1 May 2024 11:17:48.000        23.010                 1.499997                  -161.359               -136.381812     17.000000       84.239817          32000.000      9.1883       12.1986    4.197977e-09
1 May 2024 11:18:48.000        23.010                 1.499997                  -161.371               -136.393824     17.000000       84.227805          32000.000      9.1763       12.1866    4.400584e-09
1 May 2024 11:19:48.000        23.010                 1.499997                  -161.383               -136.405831     17.000000       84.215798          32000.000      9.1643       12.1746    4.612287e-09
1 May 2024 11:20:48.000        23.010                 1.499997                  -161.395               -136.417831     17.000000       84.203798          32000.000      9.1523       12.1626    4.833439e-09
1 May 2024 11:21:48.000        23.010                 1.499997                  -161.407               -136.429823     17.000000       84.191806          32000.000      9.1403       12.1506    5.064403e-09
1 May 2024 11:22:48.000        23.010                 1.499997                  -161.419               -136.441807     17.000000       84.179822          32000.000      9.1283       12.1386    5.305555e-09
1 May 2024 11:23:48.000        23.010                 1.499997                  -161.431               -136.453780     17.000000       84.167849          32000.000      9.1163       12.1266    5.557278e-09
1 May 2024 11:24:48.000        23.010                 1.499997                  -161.443               -136.465742     17.000000       84.155887          32000.000      9.1044       12.1147    5.819967e-09
1 May 2024 11:25:48.000        23.010                 1.499997                  -161.455               -136.477691     17.000000       84.143938          32000.000      9.0924       12.1027    6.094030e-09
1 May 2024 11:26:48.000        23.010                 1.499997                  -161.467               -136.489627     17.000000       84.132002          32000.000      9.0805       12.0908    6.379881e-09
1 May 2024 11:27:48.000        23.010                 1.499997                  -161.479               -136.501548     17.000000       84.120081          32000.000      9.0686       12.0789    6.677948e-09
1 May 2024 11:28:48.000        23.010                 1.499997                  -161.491               -136.513454     17.000000       84.108175          32000.000      9.0567       12.0670    6.988670e-09
1 May 2024 11:29:48.000        23.010                 1.499997                  -161.503               -136.525342     17.000000       84.096287          32000.000      9.0448       12.0551    7.312493e-09
1 May 2024 11:30:48.000        23.010                 1.499997                  -161.515               -136.537213     17.000000       84.084416          32000.000      9.0329       12.0432    7.649879e-09
1 May 2024 11:31:48.000        23.010                 1.499997                  -161.527               -136.549064     17.000000       84.072565          32000.000      9.0211       12.0314    8.001296e-09
1 May 2024 11:32:48.000        23.010                 1.499997                  -161.538               -136.560896     17.000000       84.060733          32000.000      9.0092       12.0195    8.367225e-09
1 May 2024 11:33:48.000        23.010                 1.499997                  -161.550               -136.572706     17.000000       84.048923          32000.000      8.9974       12.0077    8.748158e-09
1 May 2024 11:34:48.000        23.010                 1.499997                  -161.562               -136.584495     17.000000       84.037135          32000.000      8.9856       11.9959    9.144595e-09
1 May 2024 11:35:48.000        23.010                 1.499997                  -161.574               -136.596259     17.000000       84.025370          32000.000      8.9739       11.9842    9.557049e-09
1 May 2024 11:36:48.000        23.010                 1.499997                  -161.586               -136.608000     17.000000       84.013629          32000.000      8.9621       11.9724    9.986041e-09
1 May 2024 11:37:48.000        23.010                 1.499997                  -161.597               -136.619715     17.000000       84.001914          32000.000      8.9504       11.9607    1.043210e-08
1 May 2024 11:38:48.000        23.010                 1.499997                  -161.609               -136.631404     17.000000       83.990225          32000.000      8.9387       11.9490    1.089578e-08
1 May 2024 11:39:48.000        23.010                 1.499997                  -161.621               -136.643066     17.000000       83.978563          32000.000      8.9271       11.9374    1.137762e-08
1 May 2024 11:40:48.000        23.010                 1.499997                  -161.632               -136.654700     17.000000       83.966929          32000.000      8.9154       11.9257    1.187819e-08
1 May 2024 11:41:48.000        23.010                 1.499997                  -161.644               -136.666304     17.000000       83.955325          32000.000      8.9038       11.9141    1.239806e-08
1 May 2024 11:42:48.000        23.010                 1.499997                  -161.655               -136.677878     17.000000       83.943751          32000.000      8.8923       11.9026    1.293780e-08
1 May 2024 11:43:48.000        23.010                 1.499997                  -161.667               -136.689421     17.000000       83.932208          32000.000      8.8807       11.8910    1.349801e-08
1 May 2024 11:44:48.000        23.010                 1.499997                  -161.678               -136.700932     17.000000       83.920698          32000.000      8.8692       11.8795    1.407928e-08
1 May 2024 11:45:48.000        23.010                 1.499997                  -161.690               -136.712409     17.000000       83.909220          32000.000      8.8577       11.8680    1.468222e-08
1 May 2024 11:46:48.000        23.010                 1.499997                  -161.701               -136.723853     17.000000       83.897776          32000.000      8.8463       11.8566    1.530743e-08
1 May 2024 11:47:48.000        23.010                 1.499997                  -161.713               -136.735262     17.000000       83.886368          32000.000      8.8349       11.8452    1.595555e-08
1 May 2024 11:48:48.000        23.010                 1.499997                  -161.724               -136.746634     17.000000       83.874995          32000.000      8.8235       11.8338    1.662719e-08
1 May 2024 11:49:48.000        23.010                 1.499997                  -161.735               -136.757971     17.000000       83.863658          32000.000      8.8122       11.8225    1.732300e-08
1 May 2024 11:50:44.163        23.010                 1.499997                  -161.746               -136.768548     17.000000       83.853081          32000.000      8.8016       11.8119    1.799676e-08

      Time (UTCG)          EIRP (dBW)    Rcvd. Frequency (GHz)    Rcvd. Iso. Power (dBW)    Flux Density (dBW/m^2)    g/T (dB/K)    C/No (dB*Hz)    Bandwidth (kHz)    C/N (dB)    Eb/No (dB)         BER    
-----------------------    ----------    ---------------------    ----------------------    ----------------------    ----------    ------------    ---------------    --------    ----------    ------------
1 May 2024 16:46:51.241        23.010                 1.500003                  -161.837               -136.859218     17.000000       83.762411          32000.000      8.7109       11.7212    2.486856e-08
1 May 2024 16:47:51.000        23.010                 1.500003                  -161.826               -136.848889     17.000000       83.772740          32000.000      8.7212       11.7315    2.397696e-08
1 May 2024 16:48:51.000        23.010                 1.500003                  -161.816               -136.838487     17.000000       83.783142          32000.000      8.7316       11.7419    2.310933e-08
1 May 2024 16:49:51.000        23.010                 1.500003                  -161.806               -136.828054     17.000000       83.793575          32000.000      8.7421       11.7524    2.226873e-08
1 May 2024 16:50:51.000        23.010                 1.500003                  -161.795               -136.817590     17.000000       83.804039          32000.000      8.7525       11.7628    2.145452e-08
1 May 2024 16:51:51.000        23.010                 1.500003                  -161.785               -136.807097     17.000000       83.814532          32000.000      8.7630       11.7733    2.066612e-08
1 May 2024 16:52:51.000        23.010                 1.500003                  -161.774               -136.796576     17.000000       83.825053          32000.000      8.7736       11.7839    1.990291e-08
1 May 2024 16:53:51.000        23.010                 1.500003                  -161.764               -136.786027     17.000000       83.835602          32000.000      8.7841       11.7944    1.916430e-08
1 May 2024 16:54:51.000        23.010                 1.500003                  -161.753               -136.775451     17.000000       83.846178          32000.000      8.7947       11.8050    1.844968e-08
1 May 2024 16:55:51.000        23.010                 1.500003                  -161.742               -136.764850     17.000000       83.856779          32000.000      8.8053       11.8156    1.775848e-08
1 May 2024 16:56:51.000        23.010                 1.500003                  -161.732               -136.754224     17.000000       83.867405          32000.000      8.8159       11.8262    1.709009e-08
1 May 2024 16:57:51.000        23.010                 1.500003                  -161.721               -136.743575     17.000000       83.878054          32000.000      8.8266       11.8369    1.644394e-08
1 May 2024 16:58:51.000        23.010                 1.500003                  -161.710               -136.732903     17.000000       83.888727          32000.000      8.8372       11.8475    1.581947e-08
1 May 2024 16:59:51.000        23.010                 1.500003                  -161.700               -136.722209     17.000000       83.899421          32000.000      8.8479       11.8582    1.521609e-08
1 May 2024 17:00:51.000        23.010                 1.500003                  -161.689               -136.711494     17.000000       83.910135          32000.000      8.8586       11.8689    1.463325e-08
1 May 2024 17:01:51.000        23.010                 1.500003                  -161.678               -136.700759     17.000000       83.920870          32000.000      8.8694       11.8797    1.407040e-08
1 May 2024 17:02:51.000        23.010                 1.500003                  -161.668               -136.690006     17.000000       83.931624          32000.000      8.8801       11.8904    1.352698e-08
1 May 2024 17:03:51.000        23.010                 1.500003                  -161.657               -136.679234     17.000000       83.942395          32000.000      8.8909       11.9012    1.300247e-08
1 May 2024 17:04:51.000        23.010                 1.500003                  -161.646               -136.668446     17.000000       83.953183          32000.000      8.9017       11.9120    1.249634e-08
1 May 2024 17:05:51.000        23.010                 1.500003                  -161.635               -136.657642     17.000000       83.963987          32000.000      8.9125       11.9228    1.200805e-08
1 May 2024 17:06:51.000        23.010                 1.500003                  -161.624               -136.646824     17.000000       83.974805          32000.000      8.9233       11.9336    1.153710e-08
1 May 2024 17:07:51.000        23.010                 1.500003                  -161.614               -136.635992     17.000000       83.985637          32000.000      8.9341       11.9444    1.108299e-08
1 May 2024 17:08:51.000        23.010                 1.500003                  -161.603               -136.625147     17.000000       83.996482          32000.000      8.9450       11.9553    1.064521e-08
1 May 2024 17:09:51.000        23.010                 1.500003                  -161.592               -136.614291     17.000000       84.007338          32000.000      8.9558       11.9661    1.022328e-08
1 May 2024 17:10:51.000        23.010                 1.500003                  -161.581               -136.603424     17.000000       84.018205          32000.000      8.9667       11.9770    9.816724e-09
1 May 2024 17:11:51.000        23.010                 1.500003                  -161.570               -136.592548     17.000000       84.029081          32000.000      8.9776       11.9879    9.425073e-09
1 May 2024 17:12:51.000        23.010                 1.500003                  -161.559               -136.581663     17.000000       84.039966          32000.000      8.9885       11.9988    9.047865e-09
1 May 2024 17:13:51.000        23.010                 1.500003                  -161.548               -136.570771     17.000000       84.050858          32000.000      8.9994       12.0097    8.684653e-09
1 May 2024 17:14:51.000        23.010                 1.500003                  -161.537               -136.559874     17.000000       84.061755          32000.000      9.0103       12.0206    8.334994e-09
1 May 2024 17:15:51.000        23.010                 1.500003                  -161.526               -136.548971     17.000000       84.072658          32000.000      9.0212       12.0315    7.998459e-09
1 May 2024 17:16:51.000        23.010                 1.500003                  -161.516               -136.538064     17.000000       84.083565          32000.000      9.0321       12.0424    7.674625e-09
1 May 2024 17:17:51.000        23.010                 1.500003                  -161.505               -136.527155     17.000000       84.094475          32000.000      9.0430       12.0533    7.363081e-09
1 May 2024 17:18:51.000        23.010                 1.500003                  -161.494               -136.516243     17.000000       84.105386          32000.000      9.0539       12.0642    7.063423e-09
1 May 2024 17:19:51.000        23.010                 1.500003                  -161.483               -136.505332     17.000000       84.116297          32000.000      9.0648       12.0751    6.775260e-09
1 May 2024 17:20:51.000        23.010                 1.500003                  -161.472               -136.494421     17.000000       84.127208          32000.000      9.0757       12.0860    6.498207e-09
1 May 2024 17:21:51.000        23.010                 1.500003                  -161.461               -136.483512     17.000000       84.138117          32000.000      9.0866       12.0969    6.231890e-09
1 May 2024 17:22:51.000        23.010                 1.500003                  -161.450               -136.472606     17.000000       84.149023          32000.000      9.0975       12.1078    5.975944e-09
1 May 2024 17:23:51.000        23.010                 1.500003                  -161.439               -136.461704     17.000000       84.159925          32000.000      9.1084       12.1187    5.730015e-09
1 May 2024 17:24:51.000        23.010                 1.500003                  -161.428               -136.450807     17.000000       84.170822          32000.000      9.1193       12.1296    5.493756e-09
1 May 2024 17:25:51.000        23.010                 1.500003                  -161.417               -136.439917     17.000000       84.181712          32000.000      9.1302       12.1405    5.266829e-09
1 May 2024 17:26:51.000        23.010                 1.500003                  -161.407               -136.429035     17.000000       84.192594          32000.000      9.1411       12.1514    5.048908e-09
1 May 2024 17:27:51.000        23.010                 1.500003                  -161.396               -136.418162     17.000000       84.203467          32000.000      9.1520       12.1623    4.839673e-09
1 May 2024 17:28:51.000        23.010                 1.500003                  -161.385               -136.407299     17.000000       84.214331          32000.000      9.1628       12.1731    4.638813e-09
1 May 2024 17:29:51.000        23.010                 1.500003                  -161.374               -136.396447     17.000000       84.225182          32000.000      9.1737       12.1840    4.446029e-09
1 May 2024 17:30:51.000        23.010                 1.500003                  -161.363               -136.385608     17.000000       84.236022          32000.000      9.1845       12.1948    4.261026e-09
1 May 2024 17:31:51.000        23.010                 1.500003                  -161.352               -136.374782     17.000000       84.246847          32000.000      9.1953       12.2056    4.083522e-09
1 May 2024 17:32:51.000        23.010                 1.500003                  -161.341               -136.363972     17.000000       84.257657          32000.000      9.2062       12.2165    3.913240e-09
1 May 2024 17:33:51.000        23.010                 1.500003                  -161.331               -136.353178     17.000000       84.268451          32000.000      9.2170       12.2273    3.749913e-09
1 May 2024 17:34:51.000        23.010                 1.500003                  -161.320               -136.342401     17.000000       84.279228          32000.000      9.2277       12.2380    3.593281e-09
1 May 2024 17:35:51.000        23.010                 1.500003                  -161.309               -136.331644     17.000000       84.289985          32000.000      9.2385       12.2488    3.443094e-09
1 May 2024 17:36:51.000        23.010                 1.500003                  -161.298               -136.320906     17.000000       84.300723          32000.000      9.2492       12.2595    3.299108e-09
1 May 2024 17:37:51.000        23.010                 1.500003                  -161.288               -136.310190     17.000000       84.311439          32000.000      9.2599       12.2702    3.161087e-09
1 May 2024 17:38:51.000        23.010                 1.500003                  -161.277               -136.299496     17.000000       84.322133          32000.000      9.2706       12.2809    3.028804e-09
1 May 2024 17:39:51.000        23.010                 1.500003                  -161.266               -136.288827     17.000000       84.332802          32000.000      9.2813       12.2916    2.902036e-09
1 May 2024 17:40:51.000        23.010                 1.500003                  -161.256               -136.278182     17.000000       84.343447          32000.000      9.2919       12.3022    2.780571e-09
1 May 2024 17:41:51.000        23.010                 1.500003                  -161.245               -136.267564     17.000000       84.354065          32000.000      9.3026       12.3129    2.664201e-09
1 May 2024 17:42:51.000        23.010                 1.500003                  -161.234               -136.256974     17.000000       84.364655          32000.000      9.3132       12.3235    2.552728e-09
1 May 2024 17:43:51.000        23.010                 1.500003                  -161.224               -136.246413     17.000000       84.375216          32000.000      9.3237       12.3340    2.445959e-09
1 May 2024 17:44:51.000        23.010                 1.500003                  -161.213               -136.235882     17.000000       84.385747          32000.000      9.3342       12.3445    2.343707e-09
1 May 2024 17:45:51.000        23.010                 1.500003                  -161.203               -136.225383     17.000000       84.396246          32000.000      9.3447       12.3550    2.245792e-09
1 May 2024 17:46:51.000        23.010                 1.500003                  -161.192               -136.214917     17.000000       84.406712          32000.000      9.3552       12.3655    2.152040e-09
1 May 2024 17:47:51.000        23.010                 1.500003                  -161.182               -136.204485     17.000000       84.417144          32000.000      9.3656       12.3759    2.062285e-09
1 May 2024 17:48:51.000        23.010                 1.500003                  -161.172               -136.194089     17.000000       84.427540          32000.000      9.3760       12.3863    1.976365e-09
1 May 2024 17:49:51.000        23.010                 1.500003                  -161.161               -136.183729     17.000000       84.437900          32000.000      9.3864       12.3967    1.894123e-09
1 May 2024 17:50:51.000        23.010                 1.500003                  -161.151               -136.173409     17.000000       84.448221          32000.000      9.3967       12.4070    1.815410e-09
1 May 2024 17:51:51.000        23.010                 1.500003                  -161.141               -136.163127     17.000000       84.458502          32000.000      9.4070       12.4173    1.740082e-09
1 May 2024 17:52:51.000        23.010                 1.500003                  -161.130               -136.152887     17.000000       84.468742          32000.000      9.4172       12.4275    1.667998e-09
1 May 2024 17:53:51.000        23.010                 1.500003                  -161.120               -136.142689     17.000000       84.478940          32000.000      9.4274       12.4377    1.599025e-09
1 May 2024 17:54:51.000        23.010                 1.500002                  -161.110               -136.132534     17.000000       84.489095          32000.000      9.4376       12.4479    1.533034e-09
1 May 2024 17:55:51.000        23.010                 1.500002                  -161.100               -136.122425     17.000000       84.499205          32000.000      9.4477       12.4580    1.469900e-09
1 May 2024 17:56:51.000        23.010                 1.500002                  -161.090               -136.112361     17.000000       84.509268          32000.000      9.4578       12.4681    1.409503e-09
1 May 2024 17:57:51.000        23.010                 1.500002                  -161.080               -136.102346     17.000000       84.519283          32000.000      9.4678       12.4781    1.351730e-09
1 May 2024 17:58:51.000        23.010                 1.500002                  -161.070               -136.092379     17.000000       84.529250          32000.000      9.4778       12.4881    1.296468e-09
1 May 2024 17:59:51.000        23.010                 1.500002                  -161.060               -136.082463     17.000000       84.539166          32000.000      9.4877       12.4980    1.243613e-09
1 May 2024 18:00:51.000        23.010                 1.500002                  -161.050               -136.072598     17.000000       84.549031          32000.000      9.4975       12.5078    1.193061e-09
1 May 2024 18:01:51.000        23.010                 1.500002                  -161.040               -136.062787     17.000000       84.558842          32000.000      9.5073       12.5176    1.144716e-09
1 May 2024 18:02:51.000        23.010                 1.500002                  -161.031               -136.053030     17.000000       84.568599          32000.000      9.5171       12.5274    1.098482e-09
1 May 2024 18:03:51.000        23.010                 1.500002                  -161.021               -136.043328     17.000000       84.578301          32000.000      9.5268       12.5371    1.054268e-09
1 May 2024 18:04:51.000        23.010                 1.500002                  -161.011               -136.033684     17.000000       84.587945          32000.000      9.5364       12.5467    1.011990e-09
1 May 2024 18:05:51.000        23.010                 1.500002                  -161.002               -136.024098     17.000000       84.597531          32000.000      9.5460       12.5563    9.715617e-10
1 May 2024 18:06:51.000        23.010                 1.500002                  -160.992               -136.014572     17.000000       84.607057          32000.000      9.5556       12.5659    9.329048e-10
1 May 2024 18:07:51.000        23.010                 1.500002                  -160.983               -136.005107     17.000000       84.616522          32000.000      9.5650       12.5753    8.959423e-10
1 May 2024 18:08:51.000        23.010                 1.500002                  -160.973               -135.995704     17.000000       84.625925          32000.000      9.5744       12.5847    8.606005e-10
1 May 2024 18:09:51.000        23.010                 1.500002                  -160.964               -135.986366     17.000000       84.635263          32000.000      9.5838       12.5941    8.268090e-10
1 May 2024 18:10:51.000        23.010                 1.500002                  -160.955               -135.977092     17.000000       84.644537          32000.000      9.5930       12.6033    7.945001e-10
1 May 2024 18:11:51.000        23.010                 1.500002                  -160.945               -135.967885     17.000000       84.653744          32000.000      9.6022       12.6125    7.636093e-10
1 May 2024 18:12:51.000        23.010                 1.500002                  -160.936               -135.958746     17.000000       84.662883          32000.000      9.6114       12.6217    7.340742e-10
1 May 2024 18:13:51.000        23.010                 1.500002                  -160.927               -135.949676     17.000000       84.671953          32000.000      9.6205       12.6308    7.058357e-10
1 May 2024 18:14:51.000        23.010                 1.500002                  -160.918               -135.940676     17.000000       84.680953          32000.000      9.6295       12.6398    6.788366e-10
1 May 2024 18:15:51.000        23.010                 1.500002                  -160.909               -135.931748     17.000000       84.689881          32000.000      9.6384       12.6487    6.530226e-10
1 May 2024 18:16:51.000        23.010                 1.500002                  -160.900               -135.922894     17.000000       84.698736          32000.000      9.6472       12.6575    6.283414e-10
1 May 2024 18:17:51.000        23.010                 1.500002                  -160.892               -135.914113     17.000000       84.707516          32000.000      9.6560       12.6663    6.047430e-10
1 May 2024 18:18:51.000        23.010                 1.500002                  -160.883               -135.905409     17.000000       84.716220          32000.000      9.6647       12.6750    5.821798e-10
1 May 2024 18:19:51.000        23.010                 1.500002                  -160.874               -135.896781     17.000000       84.724848          32000.000      9.6733       12.6836    5.606059e-10
1 May 2024 18:20:51.000        23.010                 1.500002                  -160.866               -135.888232     17.000000       84.733397          32000.000      9.6819       12.6922    5.399777e-10
1 May 2024 18:21:51.000        23.010                 1.500002                  -160.857               -135.879763     17.000000       84.741866          32000.000      9.6904       12.7007    5.202532e-10
1 May 2024 18:22:51.000        23.010                 1.500002                  -160.849               -135.871375     17.000000       84.750254          32000.000      9.6988       12.7091    5.013925e-10
1 May 2024 18:23:51.000        23.010                 1.500002                  -160.841               -135.863068     17.000000       84.758561          32000.000      9.7071       12.7174    4.833573e-10
1 May 2024 18:24:51.000        23.010                 1.500002                  -160.832               -135.854846     17.000000       84.766783          32000.000      9.7153       12.7256    4.661110e-10
1 May 2024 18:25:51.000        23.010                 1.500002                  -160.824               -135.846708     17.000000       84.774921          32000.000      9.7234       12.7337    4.496187e-10
1 May 2024 18:26:51.000        23.010                 1.500002                  -160.816               -135.838656     17.000000       84.782973          32000.000      9.7315       12.7418    4.338471e-10
1 May 2024 18:27:51.000        23.010                 1.500002                  -160.808               -135.830691     17.000000       84.790938          32000.000      9.7394       12.7497    4.187640e-10
1 May 2024 18:28:51.000        23.010                 1.500002                  -160.800               -135.822815     17.000000       84.798814          32000.000      9.7473       12.7576    4.043392e-10
1 May 2024 18:29:51.000        23.010                 1.500002                  -160.793               -135.815029     17.000000       84.806600          32000.000      9.7551       12.7654    3.905434e-10
1 May 2024 18:30:51.000        23.010                 1.500002                  -160.785               -135.807334     17.000000       84.814295          32000.000      9.7628       12.7731    3.773488e-10
1 May 2024 18:31:51.000        23.010                 1.500002                  -160.777               -135.799731     17.000000       84.821898          32000.000      9.7704       12.7807    3.647288e-10
1 May 2024 18:32:51.000        23.010                 1.500002                  -160.770               -135.792221     17.000000       84.829408          32000.000      9.7779       12.7882    3.526582e-10
1 May 2024 18:33:51.000        23.010                 1.500002                  -160.762               -135.784806     17.000000       84.836823          32000.000      9.7853       12.7956    3.411125e-10
1 May 2024 18:34:51.000        23.010                 1.500002                  -160.755               -135.777487     17.000000       84.844142          32000.000      9.7926       12.8029    3.300689e-10
1 May 2024 18:35:51.000        23.010                 1.500002                  -160.748               -135.770264     17.000000       84.851365          32000.000      9.7999       12.8102    3.195050e-10
1 May 2024 18:36:51.000        23.010                 1.500002                  -160.741               -135.763140     17.000000       84.858489          32000.000      9.8070       12.8173    3.094000e-10
1 May 2024 18:37:51.000        23.010                 1.500002                  -160.734               -135.756115     17.000000       84.865514          32000.000      9.8140       12.8243    2.997337e-10
1 May 2024 18:38:51.000        23.010                 1.500002                  -160.727               -135.749191     17.000000       84.872438          32000.000      9.8209       12.8312    2.904868e-10
1 May 2024 18:39:51.000        23.010                 1.500002                  -160.720               -135.742368     17.000000       84.879261          32000.000      9.8278       12.8381    2.816412e-10
1 May 2024 18:40:51.000        23.010                 1.500002                  -160.713               -135.735648     17.000000       84.885981          32000.000      9.8345       12.8448    2.731794e-10
1 May 2024 18:41:51.000        23.010                 1.500002                  -160.707               -135.729031     17.000000       84.892598          32000.000      9.8411       12.8514    2.650847e-10
1 May 2024 18:42:51.000        23.010                 1.500002                  -160.700               -135.722520     17.000000       84.899109          32000.000      9.8476       12.8579    2.573413e-10
1 May 2024 18:43:51.000        23.010                 1.500001                  -160.694               -135.716114     17.000000       84.905515          32000.000      9.8540       12.8643    2.499339e-10
1 May 2024 18:44:51.000        23.010                 1.500001                  -160.687               -135.709815     17.000000       84.911814          32000.000      9.8603       12.8706    2.428482e-10
1 May 2024 18:45:51.000        23.010                 1.500001                  -160.681               -135.703625     17.000000       84.918004          32000.000      9.8665       12.8768    2.360705e-10
1 May 2024 18:46:51.000        23.010                 1.500001                  -160.675               -135.697543     17.000000       84.924086          32000.000      9.8726       12.8829    2.295876e-10
1 May 2024 18:47:51.000        23.010                 1.500001                  -160.669               -135.691572     17.000000       84.930057          32000.000      9.8786       12.8889    2.233869e-10
1 May 2024 18:48:51.000        23.010                 1.500001                  -160.663               -135.685711     17.000000       84.935918          32000.000      9.8844       12.8947    2.174567e-10
1 May 2024 18:49:51.000        23.010                 1.500001                  -160.657               -135.679963     17.000000       84.941666          32000.000      9.8902       12.9005    2.117855e-10
1 May 2024 18:50:51.000        23.010                 1.500001                  -160.652               -135.674327     17.000000       84.947302          32000.000      9.8958       12.9061    2.063626e-10
1 May 2024 18:51:51.000        23.010                 1.500001                  -160.646               -135.668806     17.000000       84.952823          32000.000      9.9013       12.9116    2.011776e-10
1 May 2024 18:52:51.000        23.010                 1.500001                  -160.641               -135.663400     17.000000       84.958230          32000.000      9.9067       12.9170    1.962208e-10
1 May 2024 18:53:51.000        23.010                 1.500001                  -160.636               -135.658109     17.000000       84.963520          32000.000      9.9120       12.9223    1.914827e-10
1 May 2024 18:54:51.000        23.010                 1.500001                  -160.630               -135.652935     17.000000       84.968694          32000.000      9.9172       12.9275    1.869546e-10
1 May 2024 18:55:51.000        23.010                 1.500001                  -160.625               -135.647878     17.000000       84.973751          32000.000      9.9223       12.9326    1.826279e-10
1 May 2024 18:56:51.000        23.010                 1.500001                  -160.620               -135.642941     17.000000       84.978689          32000.000      9.9272       12.9375    1.784947e-10
1 May 2024 18:57:51.000        23.010                 1.500001                  -160.616               -135.638122     17.000000       84.983507          32000.000      9.9320       12.9423    1.745472e-10
1 May 2024 18:58:51.000        23.010                 1.500001                  -160.611               -135.633423     17.000000       84.988206          32000.000      9.9367       12.9470    1.707782e-10
1 May 2024 18:59:51.000        23.010                 1.500001                  -160.606               -135.628846     17.000000       84.992784          32000.000      9.9413       12.9516    1.671807e-10
1 May 2024 19:00:51.000        23.010                 1.500001                  -160.602               -135.624390     17.000000       84.997240          32000.000      9.9457       12.9560    1.637483e-10
1 May 2024 19:01:51.000        23.010                 1.500001                  -160.598               -135.620056     17.000000       85.001573          32000.000      9.9501       12.9604    1.604745e-10
1 May 2024 19:02:51.000        23.010                 1.500001                  -160.593               -135.615846     17.000000       85.005783          32000.000      9.9543       12.9646    1.573536e-10
1 May 2024 19:03:51.000        23.010                 1.500001                  -160.589               -135.611759     17.000000       85.009870          32000.000      9.9584       12.9687    1.543798e-10
1 May 2024 19:04:51.000        23.010                 1.500001                  -160.585               -135.607797     17.000000       85.013832          32000.000      9.9623       12.9726    1.515478e-10
1 May 2024 19:05:51.000        23.010                 1.500001                  -160.581               -135.603961     17.000000       85.017668          32000.000      9.9662       12.9765    1.488525e-10
1 May 2024 19:06:51.000        23.010                 1.500001                  -160.578               -135.600250     17.000000       85.021379          32000.000      9.9699       12.9802    1.462892e-10
1 May 2024 19:07:51.000        23.010                 1.500001                  -160.574               -135.596666     17.000000       85.024963          32000.000      9.9735       12.9838    1.438533e-10
1 May 2024 19:08:51.000        23.010                 1.500001                  -160.571               -135.593209     17.000000       85.028420          32000.000      9.9769       12.9872    1.415404e-10
