                                               30 Sep 2025 09:53:53
FigureOfMerit-FigureOfMerit1


                        Coverage Properties                        
-------------------------------------------------------------------
Custom Regions Coverage                                            
Grid Altitude: 0.0030 (km)                                         
Ground Altitude set from grid altitude reference (On ellipsoid)    
Resolution: 0.0180 (deg)                                           
Number of Points: 2916                                             
Assets required for a valid access: At Least 1                     
Assigned Assets:                                                   
    Missile/TestMissile/Transmitter/DLTx:    Active                
Access Interval: 1 May 2024 18:00:00.000 to 1 May 2024 18:05:00.000
Regional Acceleration: Automatic                                   
Light time delay: Ignored                                          
Maximum Sampling Time Step: 360.000 secs                           
Minimum Sampling Time Step: 0.010 secs                             
Time Convergence: 5.000e-03 secs                                   
Value Convergence: Relative 1.000e-08 - Absolute 1.000e-14         


                FOM Properties               
---------------------------------------------
Maximum C/N                                  
Maximum of Assets                            
Satisfaction is not enabled                  
Invalid Data Indicator Value: -9999.990000 dB
FOM value range check is not enabled.        



Time (UTCG): 1 May 2024 18:02:25.000
------------------------------------

Latitude (deg)    Longitude (deg)    FOM Value (dB)
        33.733            253.599            6.7204
        33.733            253.623            6.7272
        33.733            253.647            6.7316
        33.733            253.671            6.7337
        33.733            253.695            6.7335
        33.733            253.719            6.7309
        33.733            253.744            6.7261
        33.733            253.768            6.7189
        33.733            253.792            6.7095
        33.733            253.816            6.6977
        33.733            253.840            6.6837
        33.733            253.864            6.6675
        33.733            253.888            6.6490
        33.749            253.262            6.3244
        33.749            253.286            6.3602
        33.749            253.310            6.3942
        33.749            253.334            6.4263
        33.749            253.358            6.4565
        33.749            253.382            6.4846
        33.749            253.406            6.5108
        33.749            253.431            6.5349
        33.749            253.455            6.5569
        33.749            253.479            6.5768
        33.749            253.503            6.5945
        33.749            253.527            6.6101
        33.749            253.551            6.6234
        33.749            253.575            6.6345
        33.749            253.599            6.6434
        33.749            253.623            6.6500
        33.749            253.647            6.6544
        33.749            253.671            6.6564
        33.749            253.695            6.6562
        33.749            253.719            6.6537
        33.749            253.744            6.6489
        33.749            253.768            6.6419
        33.749            253.792            6.6326
        33.749            253.816            6.6211
        33.749            253.840            6.6073
        33.749            253.864            6.5914
        33.749            253.888            6.5732
        33.765            253.262            6.2527
        33.765            253.286            6.2880
        33.765            253.310            6.3214
        33.765            253.334            6.3530
        33.765            253.358            6.3826
        33.765            253.382            6.4103
        33.765            253.406            6.4360
        33.765            253.431            6.4597
        33.765            253.455            6.4814
        33.765            253.479            6.5009
        33.765            253.503            6.5183
        33.765            253.527            6.5336
        33.765            253.551            6.5467
        33.765            253.575            6.5576
        33.765            253.599            6.5663
        33.765            253.623            6.5728
        33.765            253.647            6.5771
        33.765            253.671            6.5791
        33.765            253.695            6.5789
        33.765            253.719            6.5764
        33.765            253.744            6.5718
        33.765            253.768            6.5649
        33.765            253.792            6.5557
        33.765            253.816            6.5444
        33.765            253.840            6.5309
        33.765            253.864            6.5152
        33.765            253.888            6.4974
        33.781            253.262            6.1810
        33.781            253.286            6.2157
        33.781            253.310            6.2485
        33.781            253.334            6.2796
        33.781            253.358            6.3087
        33.781            253.382            6.3360
        33.781            253.406            6.3612
        33.781            253.431            6.3845
        33.781            253.455            6.4058
        33.781            253.479            6.4249
        33.781            253.503            6.4421
        33.781            253.527            6.4571
        33.781            253.551            6.4699
        33.781            253.575            6.4807
        33.781            253.599            6.4892
        33.781            253.623            6.4956
        33.781            253.647            6.4998
        33.781            253.671            6.5018
        33.781            253.695            6.5016
        33.781            253.719            6.4992
        33.781            253.744            6.4946
        33.781            253.768            6.4878
        33.781            253.792            6.4788
        33.781            253.816            6.4677
        33.781            253.840            6.4544
        33.781            253.864            6.4390
        33.781            253.888            6.4215
        33.797            253.262            6.1092
        33.797            253.286            6.1433
        33.797            253.310            6.1756
        33.797            253.334            6.2061
        33.797            253.358            6.2348
        33.797            253.382            6.2615
        33.797            253.406            6.2864
        33.797            253.431            6.3092
        33.797            253.455            6.3301
        33.797            253.479            6.3490
        33.797            253.503            6.3658
        33.797            253.527            6.3805
        33.797            253.551            6.3932
        33.797            253.575            6.4037
        33.797            253.599            6.4121
        33.797            253.623            6.4184
        33.797            253.647            6.4225
        33.797            253.671            6.4244
        33.797            253.695            6.4242
        33.797            253.719            6.4219
        33.797            253.744            6.4174
        33.797            253.768            6.4107
        33.797            253.792            6.4019
        33.797            253.816            6.3910
        33.797            253.840            6.3779
        33.797            253.864            6.3628
        33.797            253.888            6.3456
        33.812            253.262            6.0373
        33.812            253.286            6.0709
        33.812            253.310            6.1026
        33.812            253.334            6.1326
        33.812            253.358            6.1608
        33.812            253.382            6.1871
        33.812            253.406            6.2115
        33.812            253.431            6.2340
        33.812            253.455            6.2545
        33.812            253.479            6.2730
        33.812            253.503            6.2895
        33.812            253.527            6.3040
        33.812            253.551            6.3164
        33.812            253.575            6.3268
        33.812            253.599            6.3350
        33.812            253.623            6.3412
        33.812            253.647            6.3452
        33.812            253.671            6.3472
        33.812            253.695            6.3470
        33.812            253.719            6.3446
        33.812            253.744            6.3402
        33.812            253.768            6.3337
        33.812            253.792            6.3250
        33.812            253.816            6.3143
        33.812            253.840            6.3015
        33.812            253.864            6.2866
        33.812            253.888            6.2697
